transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000000,card_00717,2026-01-20T12:03:42Z,18.21,utilities,IN,False,False
txn_0000001,card_00809,2026-01-09T05:36:34Z,112.62,grocery,DE,True,False
txn_0000002,card_00199,2026-01-04T16:19:47Z,243.83,grocery,US,False,False
txn_0000003,card_00092,2026-01-06T20:23:53Z,30.96,restaurant,IN,False,False
txn_0000004,card_00420,2026-01-28T08:10:11Z,10.42,entertainment,US,False,False
txn_0000005,card_00297,2026-01-04T05:52:22Z,84.73,utilities,AE,False,False
txn_0000006,card_00899,2026-01-01T12:39:22Z,63.56,pharmacy,AE,True,False
txn_0000007,card_00217,2026-01-14T20:28:41Z,176.34,fuel,DE,True,False
txn_0000008,card_00335,2026-01-30T10:00:47Z,44.03,fuel,AE,True,False
txn_0000009,card_00542,2026-01-26T03:02:58Z,33.65,online_retail,SG,True,False
txn_0000010,card_00279,2026-01-03T14:19:42Z,41.07,fuel,AE,False,False
txn_0000011,card_00475,2026-01-30T05:44:47Z,38.91,online_retail,GB,True,False
txn_0000012,card_00863,2026-01-13T03:41:10Z,171.33,travel,DE,False,False
txn_0000013,card_00068,2026-01-13T15:52:49Z,31.68,restaurant,AE,False,False
txn_0000014,card_00644,2026-01-15T18:24:23Z,19.21,electronics,GB,True,False
txn_0000015,card_00296,2026-01-10T12:29:31Z,501.66,utilities,AE,False,False
txn_0000016,card_00070,2026-01-01T03:58:02Z,20.72,restaurant,DE,False,False
txn_0000017,card_00726,2026-01-28T23:34:16Z,1113.56,travel,US,True,True
txn_0000018,card_00491,2026-01-03T17:02:10Z,31.57,online_retail,IN,True,False
txn_0000019,card_00613,2026-01-08T01:45:46Z,61.14,atm_withdrawal,IN,True,False
txn_0000020,card_00490,2026-01-18T16:50:26Z,17.15,utilities,US,True,False
txn_0000021,card_00289,2026-01-19T04:41:33Z,75.34,travel,SG,False,False
txn_0000022,card_00439,2026-01-03T07:12:19Z,34.13,travel,GB,True,False
txn_0000023,card_00076,2026-01-05T19:05:14Z,26.99,online_retail,US,False,False
txn_0000024,card_00480,2026-01-22T23:14:26Z,10.26,utilities,GB,True,False
txn_0000025,card_00255,2026-01-23T15:56:54Z,152.54,restaurant,AE,False,False
txn_0000026,card_00229,2026-01-22T04:46:32Z,902.51,fuel,IN,True,False
txn_0000027,card_00258,2026-01-19T01:56:08Z,22.07,entertainment,GB,False,False
txn_0000028,card_00133,2026-01-23T18:04:07Z,9.05,travel,US,True,False
txn_0000029,card_00187,2026-01-28T15:18:23Z,348.32,electronics,US,False,False
txn_0000030,card_00839,2026-01-16T02:00:58Z,17.82,travel,AE,True,False
txn_0000031,card_00422,2026-01-10T07:24:59Z,21.57,grocery,AE,False,False
txn_0000032,card_00378,2026-01-25T19:48:18Z,35.85,grocery,GB,False,False
txn_0000033,card_00369,2026-01-26T11:41:55Z,87.43,electronics,GB,True,False
txn_0000034,card_00621,2026-01-11T23:26:12Z,95.2,atm_withdrawal,DE,True,False
txn_0000035,card_00225,2026-01-06T19:16:14Z,114.15,pharmacy,US,True,False
txn_0000036,card_00773,2026-01-26T04:00:21Z,55.0,fuel,DE,True,False
txn_0000037,card_00101,2026-01-06T19:55:37Z,96.78,fuel,IN,True,False
txn_0000038,card_00352,2026-01-08T06:36:16Z,74.31,entertainment,IN,False,False
txn_0000039,card_00852,2026-01-26T12:13:20Z,141.95,electronics,AE,False,False
txn_0000040,card_00087,2026-01-21T01:06:42Z,266.46,atm_withdrawal,IN,False,False
txn_0000041,card_00112,2026-01-06T18:08:56Z,30.79,entertainment,AE,False,False
txn_0000042,card_00889,2026-01-22T03:37:15Z,148.54,entertainment,US,False,False
txn_0000043,card_00567,2026-01-19T03:25:22Z,49.28,restaurant,US,False,False
txn_0000044,card_00741,2026-01-03T02:56:56Z,172.54,utilities,AE,True,False
txn_0000045,card_00893,2026-01-15T17:23:26Z,41.8,grocery,AE,True,False
txn_0000046,card_00690,2026-01-14T10:25:48Z,22.16,restaurant,DE,True,False
txn_0000047,card_00004,2026-01-14T15:44:56Z,229.22,fuel,US,False,False
txn_0000048,card_00026,2026-01-12T07:27:57Z,108.34,atm_withdrawal,US,True,False
txn_0000049,card_00732,2026-01-16T11:52:44Z,47.38,fuel,GB,True,False
txn_0000050,card_00142,2026-01-19T15:47:17Z,55.77,travel,IN,False,False
txn_0000051,card_00224,2026-01-17T17:40:29Z,45.56,pharmacy,SG,False,False
txn_0000052,card_00647,2026-01-15T12:23:59Z,36.36,utilities,US,True,False
txn_0000053,card_00197,2026-01-16T03:49:36Z,165.33,grocery,SG,True,False
txn_0000054,card_00823,2026-01-14T07:34:39Z,384.61,restaurant,DE,False,False
txn_0000055,card_00232,2026-01-16T19:09:50Z,5.88,fuel,DE,True,False
txn_0000056,card_00570,2026-01-09T17:43:50Z,104.36,grocery,DE,False,False
txn_0000057,card_00304,2026-01-02T03:36:43Z,183.34,fuel,GB,True,False
txn_0000058,card_00876,2026-01-12T23:14:38Z,38.96,utilities,GB,False,False
txn_0000059,card_00605,2026-01-20T18:01:52Z,132.7,entertainment,AE,False,False
txn_0000060,card_00489,2026-01-07T02:21:36Z,660.89,restaurant,IN,True,True
txn_0000061,card_00650,2026-01-18T23:42:28Z,57.92,atm_withdrawal,AE,True,False
txn_0000062,card_00877,2026-01-14T09:37:55Z,44.2,atm_withdrawal,US,True,False
txn_0000063,card_00836,2026-01-22T19:24:17Z,76.55,electronics,SG,False,False
txn_0000064,card_00659,2026-01-20T07:57:15Z,11.12,entertainment,IN,True,False
txn_0000065,card_00521,2026-01-14T18:37:29Z,206.54,utilities,GB,True,False
txn_0000066,card_00033,2026-01-01T20:22:53Z,43.22,atm_withdrawal,GB,False,False
txn_0000067,card_00539,2026-01-22T13:20:02Z,31.6,fuel,US,True,False
txn_0000068,card_00382,2026-01-03T00:16:35Z,158.82,electronics,IN,True,False
txn_0000069,card_00470,2026-01-23T11:49:54Z,112.13,utilities,US,True,False
txn_0000070,card_00761,2026-01-06T16:12:37Z,569.43,grocery,DE,False,False
txn_0000071,card_00190,2026-01-10T10:14:26Z,416.03,pharmacy,AE,False,False
txn_0000072,card_00264,2026-01-13T17:03:26Z,348.63,pharmacy,IN,True,False
txn_0000073,card_00509,2026-01-02T14:49:57Z,351.66,travel,SG,True,False
txn_0000074,card_00841,2026-01-21T05:39:25Z,11.32,electronics,SG,False,False
txn_0000075,card_00149,2026-01-02T09:19:41Z,209.98,entertainment,US,True,False
txn_0000076,card_00262,2026-01-29T13:47:23Z,16.3,grocery,IN,True,False
txn_0000077,card_00290,2026-01-11T04:32:59Z,98.6,restaurant,IN,True,False
txn_0000078,card_00167,2026-01-08T00:21:19Z,82.52,pharmacy,AE,True,False
