transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000000,card_00805,2026-01-16T03:57:56Z,339.84,restaurant,DE,False,False
txn_0000001,card_00254,2026-01-04T23:16:12Z,35.59,pharmacy,AE,True,True
txn_0000002,card_00321,2026-01-13T18:57:37Z,81.18,utilities,IN,True,False
txn_0000003,card_00066,2026-01-29T12:23:08Z,61.77,atm_withdrawal,GB,True,False
txn_0000004,card_00763,2026-01-15T02:29:18Z,47.2,travel,DE,False,False
txn_0000005,card_00078,2026-01-25T04:07:06Z,86.31,travel,DE,False,False
txn_0000006,card_00855,2026-01-01T23:56:26Z,59.67,online_retail,GB,True,False
txn_0000007,card_00627,2026-01-01T22:29:58Z,34.33,restaurant,GB,True,False
txn_0000008,card_00882,2026-01-16T06:07:15Z,88.42,entertainment,SG,True,False
txn_0000009,card_00641,2026-01-11T00:34:00Z,63.19,online_retail,US,False,False
txn_0000010,card_00765,2026-01-24T23:59:46Z,22.36,pharmacy,SG,True,False
txn_0000011,card_00431,2026-01-20T01:42:55Z,84.15,atm_withdrawal,AE,True,False
txn_0000012,card_00514,2026-01-04T22:31:01Z,37.49,restaurant,US,False,False
txn_0000013,card_00272,2026-01-05T05:46:07Z,21.63,restaurant,IN,True,False
txn_0000014,card_00891,2026-01-01T09:30:42Z,149.91,travel,IN,False,False
txn_0000015,card_00427,2026-01-18T05:18:58Z,132.25,atm_withdrawal,GB,True,False
txn_0000016,card_00498,2026-01-21T00:41:34Z,126.26,fuel,US,True,False
txn_0000017,card_00283,2026-01-26T02:48:05Z,16.95,atm_withdrawal,SG,True,False
txn_0000018,card_00790,2026-01-26T02:13:26Z,63.47,fuel,AE,False,False
txn_0000019,card_00100,2026-01-27T17:32:18Z,94.38,grocery,IN,False,False
txn_0000020,card_00321,2026-01-27T23:54:43Z,39.39,electronics,DE,False,False
txn_0000021,card_00803,2026-01-21T05:06:56Z,88.86,utilities,SG,False,False
txn_0000022,card_00034,2026-01-02T13:14:52Z,58.97,pharmacy,GB,True,False
txn_0000023,card_00213,2026-01-06T08:25:32Z,15.79,atm_withdrawal,IN,True,False
txn_0000024,card_00494,2026-01-04T22:38:29Z,123.38,electronics,AE,True,False
txn_0000025,card_00666,2026-01-13T08:50:31Z,186.43,pharmacy,GB,True,False
txn_0000026,card_00385,2026-01-27T08:16:36Z,50.0,restaurant,AE,False,False
txn_0000027,card_00310,2026-01-15T12:14:06Z,108.09,restaurant,AE,False,False
txn_0000028,card_00412,2026-01-28T04:25:07Z,963.74,utilities,AE,False,True
txn_0000029,card_00127,2026-01-23T15:17:48Z,27.33,pharmacy,US,False,False
txn_0000030,card_00806,2026-01-22T05:46:27Z,258.44,utilities,DE,True,False
txn_0000031,card_00272,2026-01-30T11:44:32Z,144.35,fuel,DE,False,False
txn_0000032,card_00096,2026-01-08T21:23:13Z,53.34,utilities,DE,False,False
txn_0000033,card_00525,2026-01-05T09:30:42Z,515.59,grocery,SG,True,False
txn_0000034,card_00245,2026-01-28T19:13:34Z,185.47,entertainment,DE,False,False
txn_0000035,card_00861,2026-01-22T07:04:32Z,71.63,online_retail,US,False,False
txn_0000036,card_00155,2026-01-03T22:19:42Z,184.17,pharmacy,IN,False,False
txn_0000037,card_00838,2026-01-14T13:44:11Z,563.15,entertainment,GB,True,False
txn_0000038,card_00010,2026-01-30T14:27:45Z,132.8,fuel,IN,False,False
txn_0000039,card_00128,2026-01-12T13:12:48Z,83.31,electronics,DE,False,False
txn_0000040,card_00206,2026-01-14T17:11:00Z,111.79,grocery,GB,False,False
txn_0000041,card_00230,2026-01-12T15:12:57Z,39.69,online_retail,DE,True,False
txn_0000042,card_00854,2026-01-12T15:59:58Z,6.28,atm_withdrawal,DE,False,False
txn_0000043,card_00788,2026-01-07T20:24:02Z,56.23,grocery,AE,False,False
txn_0000044,card_00447,2026-01-15T21:11:34Z,58.97,electronics,US,False,False
txn_0000045,card_00114,2026-01-30T12:03:34Z,255.47,pharmacy,AE,False,False
txn_0000046,card_00496,2026-01-06T05:52:24Z,52.17,atm_withdrawal,DE,True,False
txn_0000047,card_00467,2026-01-05T13:45:03Z,2214.78,grocery,US,False,True
txn_0000048,card_00234,2026-01-19T21:40:17Z,212.94,travel,DE,True,False
txn_0000049,card_00729,2026-01-29T07:15:20Z,40.43,entertainment,SG,True,False
txn_0000050,card_00009,2026-01-29T19:49:44Z,61.06,grocery,SG,True,False
txn_0000051,card_00306,2026-01-24T09:30:09Z,95.42,grocery,IN,True,True
txn_0000052,card_00198,2026-01-09T07:30:03Z,18.35,online_retail,AE,True,False
txn_0000053,card_00458,2026-01-11T11:10:36Z,559.97,restaurant,DE,False,False
txn_0000054,card_00035,2026-01-05T16:43:05Z,53.09,travel,GB,True,False
txn_0000055,card_00532,2026-01-17T15:41:11Z,93.64,grocery,DE,False,False
txn_0000056,card_00717,2026-01-02T09:05:31Z,314.27,atm_withdrawal,IN,True,False
txn_0000057,card_00535,2026-01-18T06:12:52Z,194.19,online_retail,US,False,False
txn_0000058,card_00382,2026-01-13T01:44:54Z,21.62,online_retail,GB,False,False
txn_0000059,card_00275,2026-01-22T12:24:52Z,33.28,atm_withdrawal,SG,True,False
txn_0000060,card_00280,2026-01-21T03:08:52Z,174.29,atm_withdrawal,SG,True,False
txn_0000061,card_00661,2026-01-14T02:34:53Z,59.46,entertainment,DE,True,False
txn_0000062,card_00365,2026-01-30T05:52:02Z,46.45,utilities,SG,False,False
txn_0000063,card_00631,2026-01-06T06:07:14Z,361.21,travel,DE,False,False
txn_0000064,card_00820,2026-01-16T01:34:36Z,49.44,pharmacy,AE,True,False
txn_0000065,card_00410,2026-01-20T12:16:49Z,10.03,pharmacy,GB,False,False
txn_0000066,card_00692,2026-01-28T13:04:37Z,74.97,online_retail,AE,True,False
txn_0000067,card_00867,2026-01-28T05:16:37Z,54.93,travel,DE,False,False
txn_0000068,card_00302,2026-01-04T16:24:15Z,177.07,grocery,AE,False,False
txn_0000069,card_00307,2026-01-27T21:59:31Z,18.35,grocery,AE,True,False
txn_0000070,card_00044,2026-01-04T20:30:09Z,42.25,online_retail,IN,False,False
txn_0000071,card_00860,2026-01-27T23:21:32Z,93.2,utilities,AE,True,False
txn_0000072,card_00476,2026-01-01T15:11:05Z,22.21,entertainment,IN,True,False
txn_0000073,card_00880,2026-01-28T07:07:32Z,20.61,travel,US,False,False
txn_0000074,card_00177,2026-01-22T10:50:44Z,69.33,restaurant,AE,False,False
txn_0000075,card_00080,2026-01-21T09:45:19Z,89.99,fuel,GB,True,False
txn_0000076,card_00383,2026-01-13T13:10:45Z,251.92,atm_withdrawal,DE,False,False
txn_0000077,card_00662,2026-01-09T22:13:03Z,348.64,restaurant,IN,True,False
txn_0000078,card_00512,2026-01-14T22:40:52Z,75.71,electronics,GB,True,False
txn_0000079,card_00615,2026-01-09T13:40:17Z,45.52,utilities,SG,False,False
txn_0000080,card_00864,2026-01-26T10:43:38Z,207.84,grocery,IN,True,False
txn_0000081,card_00501,2026-01-02T17:08:16Z,82.54,grocery,GB,False,False
txn_0000082,card_00275,2026-01-12T02:02:08Z,19.08,restaurant,GB,True,False
